display_name,username,verified,profile_image_url,tweet_text,datetime,tweet_url,image_urls,replies,retweets,likes,views,profile,climate_relevance_label,english_translation
Adalberto Costa Júnior,AdalbertoCostaJ,True,https://pbs.twimg.com/profile_images/1483785504940249092/QgNfLSgN_bigger.jpg,"DIPLOMACIA |  Tivemos ontem a oportunidade de sermos recebidos em audiência pelo Embaixador do Reino da Bélgica em Angola, Stéphane Doppangne, com quem analizamos a realidade angolana, bem como o actual conflito na região dos Grandes Lagos, com realce para a RDC.",2025-04-01T13:15:53.000Z,https://x.com/AdalbertoCostaJ/status/1907059341833752734,"https://abs-0.twimg.com/emoji/v2/svg/1f1e6-1f1f4.svg, https://abs-0.twimg.com/emoji/v2/svg/1f1e7-1f1ea.svg, https://pbs.twimg.com/media/Gnc8NRHXQAAN-wa?format=jpg&name=900x900",2,2,29,784,https://twitter.com/AdalbertoCostaJ,unlikely,"DIPLOMACY | Yesterday we had the opportunity to be received in audience by the Ambassador of the Kingdom of Belgium to Angola, Stéphane Doppangne, with whom we analyzed the Angolan reality, as well as the current conflict in the Great Lakes region, with emphasis on the DRC."
Adalberto Costa Júnior,AdalbertoCostaJ,True,https://pbs.twimg.com/profile_images/1483785504940249092/QgNfLSgN_bigger.jpg,"CULTO ECUMÊNICO | Hoje, a convite da Comissão Inter Eclesial ( AEA, CICA, FCA e a ARQUIDIOCESE DE LUANDA ) participamos do Culto Ecumênico Alusivo aos 23 Anos de Paz e Reconciliação Nacional, na Catedral da ADP- Maculusso, em Luanda.",2025-04-04T18:16:27.000Z,https://x.com/AdalbertoCostaJ/status/1908222147681460523,,1,2,16,776,https://twitter.com/AdalbertoCostaJ,unlikely,"ECUMENICAL SERVICE | Today, at the invitation of the Inter-Ecclesial Commission (AEA, CICA, FCA and the ARCHDIOCESE OF LUANDA), we participated in the Ecumenical Service Allusive to 23 Years of Peace and National Reconciliation, at the ADP-Maculusso Cathedral, in Luanda."
Adalberto Costa Júnior,AdalbertoCostaJ,True,https://pbs.twimg.com/profile_images/1483785504940249092/QgNfLSgN_bigger.jpg,"Por que é difícil reconhecer os pais da Independência Nacional? 

""Não se governa com ódio. O coração do governante deve ter um cemitério, no qual ele sepulta todas as injustiças."" 
Léo da Silva Alves",2025-04-05T10:53:45.000Z,https://x.com/AdalbertoCostaJ/status/1908473125781582235,,2,16,114,3105,https://twitter.com/AdalbertoCostaJ,unlikely,"Why is it difficult to recognize the fathers of National Independence? ""One does not govern with hatred. The heart of the ruler must have a cemetery, in which he buries all injustices."" Léo da Silva Alves"
Adalberto Costa Júnior,AdalbertoCostaJ,True,https://pbs.twimg.com/profile_images/1483785504940249092/QgNfLSgN_bigger.jpg,"O Grupo Parlamentar da UNITA deu entrada aos seguintes Projectos de Lei:
1.Autarquia Supramunicipal de Cabinda;
2.Estatuto da Língua Gestual Angolana;
3.Protecção às Pessoas com Albinismo.
Porque legislar é também ouvir, incluir e proteger todos os angolanos.",2025-04-10T07:17:06.000Z,https://x.com/AdalbertoCostaJ/status/1910230545054806076,,4,9,108,2403,https://twitter.com/AdalbertoCostaJ,unlikely,"The UNITA Parliamentary Group submitted the following Bills:1.Supramunicipal Municipality of Cabinda;2.Statute of Angolan Sign Language;3.Protection for People with Albinism.Because legislating is also about listening, including, and protecting all Angolans."
Adalberto Costa Júnior,AdalbertoCostaJ,True,https://pbs.twimg.com/profile_images/1483785504940249092/QgNfLSgN_bigger.jpg,"Dei posse aos novos Secretários Provinciais e seus adjuntos de Icolo e Bengo, Moxico, Moxico Leste, Cuando, Cubango e Luanda. Que sirvam com visão e coragem. Rumo a 2027, com unidade, escuta activa e compromisso com a mudança de regime. Juntos, faremos história!",2025-04-10T15:27:14.000Z,https://x.com/AdalbertoCostaJ/status/1910353889838199055,"https://pbs.twimg.com/media/GoLwu8TWMAA0VrJ?format=jpg&name=small, https://pbs.twimg.com/media/GoLwu8bXUAAZ-6i?format=jpg&name=small, https://pbs.twimg.com/media/GoLwu8bWkAATLfR?format=jpg&name=small, https://pbs.twimg.com/media/GoLwu8YWMAAh4YX?format=jpg&name=small",2,1,37,936,https://twitter.com/AdalbertoCostaJ,unlikely,"I swore in the new Provincial Secretaries and their deputies from Icolo e Bengo, Moxico, Moxico Leste, Cuando, Cubango and Luanda. May they serve with vision and courage. Towards 2027, with unity, active listening and commitment to regime change. Together, we will make history!"
Adalberto Costa Júnior,AdalbertoCostaJ,True,https://pbs.twimg.com/profile_images/1483785504940249092/QgNfLSgN_bigger.jpg,"É missão de qualquer governo que se preze criar emprego. Não é um favor — é um dever constitucional e moral. Porque o trabalho é o que garante dignidade, sustento e esperança. E quando o Estado falha nesta missão, toda a estrutura social começa a ruir.",2025-04-17T13:33:32.000Z,https://x.com/AdalbertoCostaJ/status/1912861990013583864,https://pbs.twimg.com/media/GovZ1lub0AAN72h?format=jpg&name=small,9,6,79,2203,https://twitter.com/AdalbertoCostaJ,unlikely,"It is the mission of any self-respecting government to create jobs. It is not a favor — it is a constitutional and moral duty. Because work is what guarantees dignity, sustenance, and hope. And when the State fails in this mission, the entire social structure begins to crumble."
Adalberto Costa Júnior,AdalbertoCostaJ,True,https://pbs.twimg.com/profile_images/1483785504940249092/QgNfLSgN_bigger.jpg,"“Que a sua luz nunca se apague.”

Recebo, com profundo pesar e dor no coração, a notícia do falecimento de Sua Santidade o Papa Francisco, ocorrido hoje, 21 de abril de 2025, aos 88 anos, na Domus Sanctae Marthæ, no Vaticano.

Em agosto do ano passado, tive a honra e a bênção de ser recebido por Sua Santidade. A sabedoria serena com que falou sobre justiça social, dignidade humana e solidariedade tocou-me profundamente e fortaleceu o meu compromisso com uma Angola mais justa, mais inclusiva e atenta aos mais vulneráveis.

O Papa Francisco foi um farol de esperança num mundo por vezes mergulhado em sombras. A sua humildade, o amor pelos pobres, a coragem nas reformas da Igreja e a defesa incansável do diálogo entre culturas, religiões e povos fazem dele uma das grandes referências morais do nosso tempo.

O seu legado deve continuar a inspirar todos os que acreditam na centralidade da pessoa humana, na transparência da governação e na primazia do bem comum.

Na qualidade de católico e Presidente da UNITA, convido todos os angolanos — homens e mulheres de boa vontade — a unirem-se em oração pela sua alma e a manter viva a sua mensagem de paz, justiça, compaixão e fraternidade.

À Igreja Católica de Roma, à Conferência Episcopal de Angola e São Tomé, e a todos os fiéis católicos do mundo, expresso os meus mais sinceros sentimentos de pesar.

Que este tempo de luto nos convoque a renovar o compromisso por um país mais fraterno, solidário e aberto ao diálogo.

Adalberto Costa Júnior
Presidente da UNITA 

 #PapaFrancisco   #AngolaUnida   #PazEJustiça",2025-04-21T13:08:28.000Z,https://x.com/AdalbertoCostaJ/status/1914305233011789912,"https://abs-0.twimg.com/emoji/v2/svg/1f54a.svg, https://pbs.twimg.com/media/GpD6dXXXIAAu-M8?format=jpg&name=900x900",6,13,231,3965,https://twitter.com/AdalbertoCostaJ,unlikely,"""May your light never fade.""It is with deep sorrow and heartache that I receive the news of the passing of His Holiness Pope Francis, which occurred today, April 21, 2025, at the age of 88, at the Domus Sanctae Marthæ, in the Vatican.Last August, I had the honor and blessing of being received by His Holiness. The serene wisdom with which he spoke about social justice, human dignity, and solidarity deeply touched me and strengthened my commitment to a more just, more inclusive Angola, attentive to the most vulnerable.Pope Francis was a beacon of hope in a world sometimes plunged into shadows. His humility, his love for the poor, his courage in the reforms of the Church, and his tireless defense of dialogue between cultures, religions, and peoples make him one of the great moral references of our time.His legacy must continue to inspire all who believe in the centrality of the human person, in transparency in governance, and in the primacy of the common good.As a Catholic and President of UNITA, I invite all Angolans — men and women of good will — to unite in prayer for his soul and to keep alive his message of peace, justice, compassion, and fraternity.To the Catholic Church of Rome, to the Episcopal Conference of Angola and São Tomé, and to all Catholic faithful worldwide, I express my sincerest condolences.May this time of mourning call us to renew our commitment to a more fraternal, solidary, and open country to dialogue.Adalberto Costa JúniorPresident of UNITAA#PapaFrancisco #AngolaUnida #PazEJustiça"
Adalberto Costa Júnior,AdalbertoCostaJ,True,https://pbs.twimg.com/profile_images/1483785504940249092/QgNfLSgN_bigger.jpg,"Como Presidente da UNITA, sinto no mais íntimo de mim a dor de um povo que, mais uma vez, viu a sua voz desprezada. A Comissão Nacional Eleitoral deve ser símbolo de confiança, de imparcialidade e de justiça. Mas o que se passou é a negação de tudo isso.

Não se trata apenas de uma violação legal. Trata-se de uma traição à esperança do povo. Trata-se de ignorar a vontade popular. Trata-se de minar, de forma premeditada, o pilar mais sagrado da democracia: eleições justas, transparentes e verdadeiramente representativas.

A UNITA, fiel aos seus princípios e à confiança que o povo nela deposita, rejeita qualquer tentativa de legalizar o que é ilegítimo. Não compactuamos com farsas institucionais nem com silêncios cúmplices.

Mas também não perderemos a esperança.

Angola é maior do que os seus obstáculos. E quando a legalidade é desrespeitada, a força da cidadania deve erguer-se. Este é o momento de unidade. 

Aos jovens que sonham com um país mais justo, às mães que carregam o peso das dificuldades diárias, aos patriotas de todas as cores e convicções, digo-vos: não estamos sós. A história está do lado da verdade. E a verdade, mais cedo ou mais tarde, sempre triunfa.

A história não perdoará os que traem a pátria em nome do poder.
Mas a história também exaltará os que, mesmo diante da injustiça, mantêm-se de pé em nome da verdade.

 #DemocraciaÉRespeito 
 #UNITAComOPovo 
 #AngolaEmPrimeiroLugar 
 #NãoAoGolpeInstitucional",2025-04-21T21:58:47.000Z,https://x.com/AdalbertoCostaJ/status/1914438694083178952,,11,12,116,3315,https://twitter.com/AdalbertoCostaJ,unlikely,"As President of UNITA, I deeply feel the pain of a people who, once again, saw their voice disregarded. The National Electoral Commission should be a symbol of trust, impartiality, and justice. But what happened is the denial of all that.It is not just a legal violation. It is a betrayal of the people's hope. It is ignoring popular will. It is deliberately undermining the most sacred pillar of democracy: fair, transparent, and truly representative elections.UNITA, faithful to its principles and the trust the people place in it, rejects any attempt to legalize what is illegitimate. We do not condone institutional farces or complicit silences.But we will not lose hope either.Angola is greater than its obstacles. And when legality is disrespected, the strength of citizenship must rise. This is the moment for unity. To the young people who dream of a more just country, to the mothers who carry the weight of daily difficulties, to patriots of all colors and convictions, I tell you: we are not alone. History is on the side of truth. And truth, sooner or later, always triumphs.History will not forgive those who betray the homeland in the name of power.But history will also exalt those who, even in the face of injustice, stand firm in the name of truth.#DemocracyIsRespect #UNITAWithThePeople #AngolaFirst #NoToInstitutionalCoup"
UNITA,UNITA_OFICIAL,True,https://pbs.twimg.com/profile_images/1517636322185420802/RT5lgZzB_bigger.jpg,"Após o acto de protesto dos Deputados da UNITA, que abandonaram a plenária de 21 de Abril, o Grupo Parlamentar realizou uma conferência de imprensa para prestar esclarecimentos.

Em resumo, a conferência de imprensa dirigida por Liberty Chiyaka, Presidente do Grupo Parlamentar da UNITA, deixou claro o seguinte:

1.O Grupo Parlamentar da UNITA abandonou a Sessão Plenária Extraordinária do dia 21 de Abril de 2025 em protesto contra a tomada de posse de Manuel Pereira da Silva como Presidente da Comissão Nacional Eleitoral (CNE).
2.O Regulamento que serviu de base à sua designação é inconstitucional e está a ser contestado junto do Tribunal Constitucional (Processo n.º 1272-D/2025). Enquanto não houver uma decisão definitiva, a Assembleia Nacional não devia conferir posse.
3.A idoneidade do cidadão Manuel Pereira da Silva é seriamente questionada. A sua conduta nos processos eleitorais anteriores foi marcada por actos de parcialidade, prepotência e suspeitas de improbidade.
4.A tomada de posse na Assembleia Nacional confere uma falsa imagem de legitimidade e não tem respaldo legal, já que o Parlamento não elegeu o Presidente da CNE, apenas testemunhou e legitimou uma escolha viciada.
5.O Grupo Parlamentar da UNITA apresentou três propostas de Lei para reformar:
•A Lei Orgânica das Eleições Gerais,
•A Lei da CNE,
•E a Lei do Registo Eleitoral Oficioso.
Todas com contribuições da sociedade civil.
6.Sim, a UNITA vai regressar à Assembleia Nacional no dia 23 de Abril para continuar a lutar pela legalidade e pela democracia.
7.Finalmente, foi deixado um apelo ao povo angolano:
Nos próximos dias, o Presidente da UNITA convocará manifestações de protesto em defesa da soberania popular, da Constituição e de eleições verdadeiramente livres e justas.

“Apesar de todas as arbitrariedades e da crise de confiança, em 2027 o regime será derrotado, e Angola conhecerá a sua primeira alternância democrática de poder.” - Liberty Chiyaka",2025-04-22T19:10:47.000Z,https://x.com/UNITA_OFICIAL/status/1914758802270032374,https://pbs.twimg.com/media/GpKVTzQWQAAwsT3?format=jpg&name=900x900,3,7,83,1789,https://twitter.com/UNITA_OFICIAL,unlikely,"After the act of protest by UNITA Deputies, who abandoned the plenary session on April 21, the Parliamentary Group held a press conference to provide clarification.In summary, the press conference led by Liberty Chiyaka, President of the UNITA Parliamentary Group, made the following clear:1. The UNITA Parliamentary Group abandoned the Extraordinary Plenary Session on April 21, 2025, in protest against the inauguration of Manuel Pereira da Silva as President of the National Electoral Commission (CNE).2. The Regulation that served as the basis for his appointment is unconstitutional and is being contested before the Constitutional Court (Case No. 1272-D/2025). Until there is a definitive decision, the National Assembly should not have conferred possession.3. The suitability of citizen Manuel Pereira da Silva is seriously questioned. His conduct in previous electoral processes was marked by acts of partiality, arrogance, and suspicions of impropriety.4. The inauguration in the National Assembly confers a false image of legitimacy and has no legal backing, as Parliament did not elect the President of the CNE; it merely witnessed and legitimized a flawed choice.5. The UNITA Parliamentary Group presented three bills to reform:
• The Organic Law on General Elections,
• The CNE Law,
• And the Official Electoral Register Law.
All with contributions from civil society.6. Yes, UNITA will return to the National Assembly on April 23 to continue fighting for legality and democracy.7. Finally, an appeal was made to the Angolan people:In the coming days, the President of UNITA will call for protest demonstrations in defense of popular sovereignty, the Constitution, and truly free and fair elections.“Despite all the arbitrariness and the crisis of confidence, in 2027 the regime will be defeated, and Angola will experience its first democratic alternation of power.” - Liberty Chiyaka"
Adalberto Costa Júnior,AdalbertoCostaJ,True,https://pbs.twimg.com/profile_images/1483785504940249092/QgNfLSgN_bigger.jpg,"A VERDADE | Numa democracia representativa, cada cidadão vale 1 voto.
E cada voto deve ser respeitado e verificado.

A incidência ou verificação dos resultados eleitorais é simples:
O total das Actas das Mesas de Voto deve ser igual ao total da Acta da Assembleia de Voto.

Eleições são números.
Números são matemática.
E matemática é verificável.

A proposta de eliminar a Acta da Assembleia de Voto é eliminar a única equação matemática que garante a verdade eleitoral.

Sem verificação, não há verdade.
Sem verdade, não há democracia.

Por: Luís Jimbo, Director do Instituto Angolano de Sistemas Eleitorais e Democracia.",2025-04-24T15:19:30.000Z,https://x.com/AdalbertoCostaJ/status/1915425373354893768,,4,5,70,1790,https://twitter.com/AdalbertoCostaJ,unlikely,"THE TRUTH | In a representative democracy, each citizen is worth 1 vote. And each vote must be respected and verified. The incidence or verification of electoral results is simple: The total of the Polling Station Minutes must be equal to the total of the Polling Assembly Minutes. Elections are numbers. Numbers are mathematics. And mathematics is verifiable. The proposal to eliminate the Polling Assembly Minutes is to eliminate the only mathematical equation that guarantees electoral truth. Without verification, there is no truth. Without truth, there is no democracy. By: Luís Jimbo, Director of the Angolan Institute for Electoral Systems and Democracy."
Adalberto Costa Júnior,AdalbertoCostaJ,True,https://pbs.twimg.com/profile_images/1483785504940249092/QgNfLSgN_bigger.jpg,"A VERDADE |A fiscalização parlamentar não se pede, exerce-se. E ponto.
Quando um Deputado se dirige a uma instituição pública para verificar o funcionamento, apurar denúncias ou recolher dados, ele está a cumprir a sua missão constitucional. E essa missão não está sujeita a autorização, despacho ou beneplácito de ninguém — nem mesmo da Presidente da Assembleia Nacional.

O Regimento é claro: os Deputados têm o direito, sim, de exercer acções de fiscalização, individualmente ou em grupo, com o suporte das Comissões, mas não dependentes delas. O artigo 24.º é taxativo: o Deputado tem o direito de pedir informações, requerer documentos e até interpelar Ministros. O artigo 309.º reforça: pode visitar, questionar, solicitar. Onde está escrita a tal “autorização obrigatória”? Em lado nenhum.

Transformar uma prática administrativa em norma é perigoso. É, na verdade, um abuso. É esvaziar o mandato parlamentar. É desacreditar o papel do Deputado enquanto representante do povo. E isso, fere a Constituição.

O Deputado não é subordinado da Presidência da Assembleia Nacional. É um fiscal do povo. E restringir o seu direito de fiscalização é rasgar o Regimento, violar a Constituição e abrir espaço para a impunidade.

O artigo 43.º que define as competências da Presidente da Assembleia fala de organização, coordenação, nunca de impedimento. Criar uma interpretação que lhe atribua poder de veto sobre a acção de um Deputado é uma distorção institucional grave.

Se o Parlamento começa a tolher os próprios instrumentos de fiscalização, que moral terá para exigir transparência aos outros poderes?

Não confundamos respeito institucional com submissão. Nem controlo com censura. O combate pela fiscalização não é partidário — é republicano. E cada Deputado, de qualquer bancada, deve lutar para que o seu mandato não se torne decorativo.

A democracia não se faz com protocolos vazios. Faz-se com acção. Fiscalização não é favor. É dever.",2025-04-26T10:30:20.000Z,https://x.com/AdalbertoCostaJ/status/1916077377181941849,https://pbs.twimg.com/media/GpdGNztX0AERld4?format=jpg&name=small,21,28,224,7837,https://twitter.com/AdalbertoCostaJ,unlikely,"THE TRUTH | Parliamentary oversight is not requested, it is exercised. Period. When a Deputy goes to a public institution to verify its functioning, investigate complaints, or collect data, they are fulfilling their constitutional mission. And this mission is not subject to authorization, dispatch, or benevolent approval from anyone \u2014 not even the President of the National Assembly. The Rules of Procedure are clear: Deputies do indeed have the right to carry out oversight actions, individually or in groups, with the support of the Committees, but not dependent on them. Article 24 is emphatic: the Deputy has the right to request information, require documents, and even question Ministers. Article 309 reinforces: they can visit, question, request. Where is this supposed ""mandatory authorization"" written? Nowhere. Transforming an administrative practice into a norm is dangerous. It is, in fact, an abuse. It empties the parliamentary mandate. It discredits the role of the Deputy as a representative of the people. And that violates the Constitution. The Deputy is not subordinate to the Presidency of the National Assembly. They are an overseer for the people. And restricting their right to oversight is tearing up the Rules of Procedure, violating the Constitution, and opening space for impunity. Article 43, which defines the powers of the President of the Assembly, speaks of organization, coordination, never impediment. Creating an interpretation that attributes veto power over a Deputy's action is a serious institutional distortion. If Parliament begins to curb its own oversight instruments, what moral authority will it have to demand transparency from other powers? Let us not confuse institutional respect with submission. Nor control with censorship. The fight for oversight is not partisan \u2014 it is republican. And every Deputy, from any bench, must fight so that their mandate does not become decorative. Democracy is not built with empty protocols. It is built with action. Oversight is not a favor. It is a duty."
Adalberto Costa Júnior,AdalbertoCostaJ,True,https://pbs.twimg.com/profile_images/1483785504940249092/QgNfLSgN_bigger.jpg,"LIBERDADE | O direito à manifestação é sagrado e está consagrado na Constituição da República de Angola. O que hoje assistimos em Luanda — com a detenção e violência contra jovens estudantes que apenas exerciam o seu direito— é inaceitável e deve ser firmemente condenado.

Não é com repressão que se governa. É com diálogo, respeito e compromisso verdadeiro com a educação e com a juventude. O verdadeiro compromisso não é prender estudantes — é garantir salas de aula dignas, é proteger os sonhos de quem carrega o amanhã nas mãos. É hora de recordar: um governo forte é aquele que ouve, não o que reprime.

Aos jovens corajosos que se levantaram hoje: a vossa voz é a centelha da mudança. Não se calem! A liberdade conquistada com coragem jamais será vencida pela força.

Exigimos a libertação imediata e incondicional dos estudantes detidos. A juventude não pode ser silenciada — ela é a força motriz de uma nação que quer avançar

Não há força mais poderosa do que a determinação de um povo que conhece os seus direitos. Não desistam. Não se rendam. O futuro é vosso!",2025-04-26T15:26:28.000Z,https://x.com/AdalbertoCostaJ/status/1916151900929479070,https://pbs.twimg.com/media/GpeJ_psXMAE1RQp?format=jpg&name=small,0,0,0,0,https://twitter.com/AdalbertoCostaJ,unlikely,"FREEDOM | The right to demonstrate is sacred and enshrined in the Constitution of the Republic of Angola. What we witnessed today in Luanda — with the detention and violence against young students who were merely exercising their right — is unacceptable and must be firmly condemned. You don't govern with repression. You govern with dialogue, respect, and true commitment to education and to youth. True commitment is not arresting students — it's ensuring decent classrooms, it's protecting the dreams of those who carry tomorrow in their hands. It's time to remember: a strong government is one that listens, not one that represses. To the courageous young people who stood up today: your voice is the spark of change. Don't be silenced! Freedom won with courage will never be defeated by force. We demand the immediate and unconditional release of the detained students. Youth cannot be silenced — it is the driving force of a nation that wants to move forward. There is no force more powerful than the determination of a people who know their rights. Don't give up. Don't surrender. The future is yours!"
Adalberto Costa Júnior,AdalbertoCostaJ,True,https://pbs.twimg.com/profile_images/1483785504940249092/QgNfLSgN_bigger.jpg,"#REFLEXÃO  | Imagine uma Angola onde ninguém é tão rico que se ache dono do país, nem tão pobre que precise se humilhar para conseguir comer ou tratar da saúde. Esse era o sonho de Rousseau, um filósofo do século XVIII, mas continua a ser um grito de justiça que ressoa até hoje entre nós.

Rousseau dizia que a verdadeira igualdade não é apenas aquela escrita na Constituição, dizendo que “todos são iguais perante a lei”. A verdadeira igualdade exige que nenhum cidadão tenha tanto poder que possa comprar consciências, nem tamanha carência que aceite ser comprado.

Na nossa realidade angolana, ainda vemos o dinheiro calar a verdade e a fome silenciar milhões. Vemos crianças fora da escola, jovens sem oportunidades, e bairros onde os direitos básicos nunca chegaram. E, no entanto, a promessa da independência era de um país para todos.

É por isso que Rousseau continua actual: porque ele nos lembra que a desigualdade não é natural, é fabricada por um sistema que protege os privilegiados e abandona os esquecidos. E cabe a nós, povo, exigir que a lei, a política e os governantes trabalhem para reequilibrar essa balança.

Igualdade em Angola não significa que todos tenham o mesmo carro ou a mesma casa. Significa que ninguém precise vender a sua alma por um prato de comida. Que todas as vozes sejam ouvidas e todas as vidas, respeitadas.",2025-04-29T13:12:51.000Z,https://x.com/AdalbertoCostaJ/status/1917205441886531655,https://pbs.twimg.com/media/GptILlPXoAA8weH?format=jpg&name=900x900,0,0,0,0,https://twitter.com/AdalbertoCostaJ,unlikely,"#REFLECTION | Imagine an Angola where no one is so rich that they think they own the country, nor so poor that they need to humiliate themselves to get food or healthcare. That was the dream of Rousseau, an 18th-century philosopher, but it continues to be a cry for justice that resonates among us to this day. Rousseau said that true equality is not just what is written in the Constitution, stating that “everyone is equal before the law.” True equality requires that no citizen has so much power that they can buy consciences, nor such great need that they accept being bought. In our Angolan reality, we still see money silencing the truth and hunger silencing millions. We see children out of school, young people without opportunities, and neighborhoods where basic rights never arrived. And yet, the promise of independence was for a country for everyone. That's why Rousseau remains relevant: because he reminds us that inequality is not natural, it is manufactured by a system that protects the privileged and abandons the forgotten. And it is up to us, the people, to demand that the law, politics, and governments work to rebalance this scale. Equality in Angola does not mean that everyone has the same car or the same house. It means that no one needs to sell their soul for a plate of food. That all voices are heard and all lives are respected."
Adalberto Costa Júnior,AdalbertoCostaJ,True,https://pbs.twimg.com/profile_images/1483785504940249092/QgNfLSgN_bigger.jpg,"O conflito em Cabinda tem uma solução clara: O DIÁLOGO. 
Ou seja, o fim do conflito em Cabinda depende, acima de tudo, de vontade política e abertura ao diálogo. A chave está nas mãos do Governo angolano. As bases para uma solução pacífica e duradoura já foram lançadas há muito tempo, só falta coragem para trilhar o caminho da reconciliação. Cabinda não precisa de mais silêncio; precisa de escuta, respeito e compromisso com a paz.",2025-04-30T21:29:21.000Z,https://x.com/AdalbertoCostaJ/status/1917692775681908859,https://pbs.twimg.com/media/Gp0Daa0XQAA6NQ8?format=jpg&name=small,0,3,31,882,https://twitter.com/AdalbertoCostaJ,unlikely,"The conflict in Cabinda has a clear solution: DIALOGUE. In other words, ending the conflict in Cabinda depends, above all, on political will and openness to dialogue. The key is in the hands of the Angolan Government. The foundations for a peaceful and lasting solution were laid a long time ago; all that's missing is the courage to tread the path of reconciliation. Cabinda doesn't need more silence; it needs listening, respect, and a commitment to peace."
UNITA,UNITA_OFICIAL,True,https://pbs.twimg.com/profile_images/1517636322185420802/RT5lgZzB_bigger.jpg,"DECLARAÇÃO DIA INTERNACIONAL DO TRABALHADOR | A UNITA junta-se a todos os trabalhadores angolanos e do mundo na celebração do Dia Internacional do Trabalhador, data que simboliza a luta histórica pelos direitos laborais, pela dignidade no trabalho e por uma sociedade mais justa e inclusiva.

Neste 1º de Maio de 2025, ano em que o nosso país celebra o quinquagésimo aniversário desde o alcance da independência nacional, a UNITA rende uma merecida homenagem ao sacrifício, à resiliência e ao contributo inestimável dos trabalhadores angolanos, que diariamente enfrentam difíceis condições de vida e de trabalho, mantendo viva a esperança de um país mais próspero, justo e democrático.

Num momento em que a crise económica e social continua a afectar severamente as famílias, com a inflação galopante, o desemprego crescente e a contínua desvalorização do poder de compra, a UNITA reafirma o seu compromisso inabalável com a justiça social, com a valorização do trabalho digno e com a promoção de políticas públicas que protejam e dignifiquem os trabalhadores angolanos.

A UNITA denuncia a precarização das relações laborais, a estagnação salarial e o enfraquecimento das instituições que deveriam garantir os direitos dos trabalhadores, e expressa a sua solidariedade para com os sindicatos e demais organizações da sociedade civil que, de forma legítima, lutam por melhores condições de vida e trabalho.

A UNITA apela ao Executivo angolano para que ouça as vozes dos trabalhadores e abra um verdadeiro espaço de diálogo social inclusivo, que permita a construção de soluções sustentáveis para os problemas que afetam a classe trabalhadora angolana.

A UNITA reafirma a sua visão de uma Angola onde o trabalho seja dignificado, onde os direitos laborais sejam respeitados, e onde todos os cidadãos tenham a oportunidade de viver com dignidade e justiça.
Viva o 1º de Maio!
Viva a classe trabalhadora!
Viva Angola!
Luanda, 1 de Maio de 2025
O Secretariado Executivo do Comité Permanente da Comissão Política da UNITA",2025-05-01T08:13:53.000Z,https://x.com/UNITA_OFICIAL/status/1917854978103722070,"https://abs-0.twimg.com/emoji/v2/svg/1f534.svg, https://abs-0.twimg.com/emoji/v2/svg/1f7e9.svg, https://pbs.twimg.com/media/Gp2W70wXYAErbOw?format=jpg&name=900x900",0,1,24,540,https://twitter.com/UNITA_OFICIAL,unlikely,"INTERNATIONAL WORKERS' DAY STATEMENT | UNITA joins all Angolan and global workers in celebrating International Workers' Day, a date that symbolizes the historic struggle for labor rights, dignity at work, and a more just and inclusive society.On this May 1, 2025, a year in which our country celebrates the fiftieth anniversary of achieving national independence, UNITA pays a deserved tribute to the sacrifice, resilience, and invaluable contribution of Angolan workers, who daily face difficult living and working conditions, keeping alive the hope of a more prosperous, just, and democratic country.At a time when the economic and social crisis continues to severely affect families, with galloping inflation, rising unemployment, and the continuous devaluation of purchasing power, UNITA reaffirms its unwavering commitment to social justice, to the valorization of decent work, and to the promotion of public policies that protect and dignify Angolan workers.UNITA denounces the precariousness of labor relations, wage stagnation, and the weakening of institutions that should guarantee workers' rights, and expresses its solidarity with unions and other civil society organizations that legitimately fight for better living and working conditions.UNITA appeals to the Angolan Executive to listen to the voices of workers and open a true space for inclusive social dialogue, which allows for the construction of sustainable solutions to the problems affecting the Angolan working class.UNITA reaffirms its vision of an Angola where work is dignified, where labor rights are respected, and where all citizens have the opportunity to live with dignity and justice.Long live May 1!Long live the working class!Long live Angola!Luanda, May 1, 2025The Executive Secretariat of the Permanent Committee of UNITA's Political Commission"
